ts_ms,red,ir,red_f,ir_f,thr,quality,pi,corr,gain,gain_dev,optical_ok,state,quiet_ok,motion,candidate,beat,ibi_ms,polarity,temporal_conf,morph_conf,min_temporal,min_morph,reject,recovered_n,hr,hr_valid,hr_provisional,hr_held,hr_provisional_bpm,ref_ibi_ms,red_range_pct,ir_range_pct,R,SpO2,usable,stableN,adc,redPA,irPA,adj
155309,56066,74415,4395.00,5461.24,4262.76,98.2,0.5768,0.948,0.663,0.076,1,0,0,1,0,0,0,0,0.0,94.2,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.299,3.644,0.5169,97.6,1,7719,0,15,15,0
155329,56051,74409,4946.89,6321.86,4434.89,98.2,0.5831,0.949,0.665,0.073,1,0,0,1,0,0,0,0,0.0,94.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.300,3.646,0.5169,97.6,1,7720,0,15,15,0
155349,56024,74366,5354.51,6982.24,4566.96,98.3,0.5901,0.951,0.668,0.069,1,0,0,1,0,0,0,0,0.0,94.9,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.301,3.648,0.5169,97.6,1,7721,0,15,15,0
155369,56020,74337,5568.92,7376.93,4645.90,98.4,0.5974,0.953,0.670,0.066,1,0,0,1,0,0,0,0,0.0,95.1,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.301,3.649,0.5169,97.6,1,7722,0,15,15,0
155389,55999,74306,5638.02,7533.10,4677.13,98.4,0.6044,0.954,0.673,0.063,1,0,0,1,0,0,0,0,0.0,95.3,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.302,3.651,0.5169,97.6,1,7723,0,15,15,0
155409,56012,74299,5594.07,7491.84,4677.13,98.5,0.6108,0.956,0.675,0.060,1,0,0,1,0,0,0,0,0.0,95.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.302,3.653,0.5169,97.6,1,7724,0,15,15,0
155429,56026,74328,5481.18,7341.05,4677.13,98.5,0.6164,0.957,0.676,0.056,1,0,0,1,0,0,0,0,0.0,95.8,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.303,3.655,0.5169,97.6,1,7725,0,15,15,0
155449,56017,74345,5336.91,7163.32,4677.13,98.5,0.6211,0.957,0.677,0.053,1,0,0,1,0,0,0,0,0.0,96.0,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.304,3.657,0.5169,97.6,1,7726,0,15,15,0
155469,56005,74326,5172.63,6966.59,4677.13,98.5,0.6249,0.958,0.677,0.050,1,0,0,1,0,0,0,0,0.0,96.2,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.297,3.644,0.5169,97.6,1,7727,0,15,15,0
155489,55997,74293,4974.80,6754.98,4677.13,98.5,0.6280,0.958,0.676,0.048,1,0,0,1,0,0,0,0,0.0,96.4,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.260,3.585,0.5169,97.6,1,7728,0,15,15,0
155509,56000,74289,4756.83,6490.79,4677.13,98.6,0.6303,0.959,0.674,0.045,1,0,0,1,0,0,0,0,0.0,96.5,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.252,3.530,0.5169,97.6,1,7729,0,15,15,0
155529,55998,74313,4534.06,6213.43,4677.13,98.6,0.6320,0.959,0.672,0.043,1,0,0,1,0,0,0,0,0.0,96.7,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.204,3.450,0.5169,97.6,1,7730,0,15,15,0
155549,56030,74350,4322.18,5970.08,4677.13,98.6,0.6334,0.960,0.669,0.041,1,0,0,1,0,0,0,0,0.0,96.8,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.205,3.415,0.5169,97.6,1,7731,0,15,15,0
155569,56028,74376,4174.87,5799.65,4677.13,98.6,0.6348,0.960,0.667,0.040,1,0,0,1,0,0,0,0,0.0,96.9,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.191,3.385,0.5169,97.6,1,7732,0,15,15,0
155589,56047,74389,4057.55,5692.69,4677.13,98.6,0.6362,0.961,0.664,0.039,1,0,0,1,0,0,0,0,0.0,97.0,65.0,45.0,5,1,0.0,0,0,0,0.0,680,2.174,3.299,0.5169,97.6,1,7733,0,15,15,0
155609,56058,74400,3979.61,5618.17,4677.13,98.7,0.6378,0.962,0.661,0.037,1,0,0,1,0,0,0,0,0.0,97.1,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.920,2.940,0.5169,97.6,1,7734,0,15,15,0
155629,56037,74418,3908.02,5555.68,4677.13,98.7,0.6397,0.963,0.658,0.037,1,0,0,1,0,0,0,0,0.0,97.2,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.385,2.019,0.5169,97.6,1,7735,0,15,15,0
155649,56061,74418,3848.61,5504.49,4677.13,98.8,0.6419,0.965,0.655,0.036,1,0,0,1,0,0,0,0,0.0,97.2,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.950,1.283,0.5169,97.6,1,7736,0,15,15,0
155669,56050,74426,3767.14,5437.46,4677.13,98.8,0.6445,0.966,0.653,0.036,1,0,0,1,0,0,0,0,0.0,97.3,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.950,1.257,0.5169,97.6,1,7737,0,15,15,0
155689,56048,74399,3667.80,5345.70,4677.13,98.9,0.6473,0.968,0.651,0.035,1,0,0,1,0,0,0,0,0.0,97.3,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.950,1.257,0.5169,97.6,1,7738,0,15,15,0
155709,56027,74359,3551.68,5203.19,4677.13,98.9,0.6502,0.969,0.649,0.035,1,0,0,1,0,0,0,0,0.0,97.3,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.949,1.257,0.5169,97.6,1,7739,0,15,15,0
155729,56017,74333,3387.55,4978.59,4677.13,99.0,0.6532,0.971,0.648,0.035,1,0,0,1,0,0,0,0,0.0,97.4,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.949,1.257,0.5169,97.6,1,7740,0,15,15,0
155749,55986,74283,3191.07,4692.07,4677.13,99.0,0.6561,0.972,0.647,0.035,1,0,0,1,0,0,0,0,0.0,97.4,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.949,1.256,0.5169,97.6,1,7741,0,15,15,0
155769,55979,74216,2936.43,4330.09,4677.13,99.1,0.6588,0.973,0.646,0.034,1,0,0,1,0,0,0,0,0.0,97.4,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.949,1.256,0.5169,97.6,1,7742,0,15,15,0
155789,55970,74185,2667.75,3877.86,4677.13,99.1,0.6613,0.974,0.646,0.034,1,0,0,1,0,0,0,0,0.0,97.5,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.949,1.256,0.5169,97.6,1,7743,0,15,15,0
155809,55939,74164,2403.60,3396.19,4677.13,99.1,0.6633,0.975,0.647,0.034,1,0,0,1,0,0,0,0,0.0,97.5,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.949,1.256,0.5169,97.6,1,7744,0,15,15,0
155829,55900,74068,2112.84,2932.15,4677.13,99.2,0.6649,0.976,0.647,0.033,1,0,0,1,0,0,0,0,0.0,97.5,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.949,1.256,0.5169,97.6,1,7745,0,15,15,0
155849,55850,73973,1774.65,2403.05,4677.13,99.2,0.6660,0.977,0.648,0.033,1,0,0,1,0,0,0,0,0.0,97.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.949,1.256,0.5169,97.6,1,7746,0,15,15,0
155869,55809,73863,1370.54,1791.15,4677.13,99.2,0.6664,0.977,0.649,0.032,1,0,0,1,0,0,0,0,0.0,97.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.947,1.255,0.5169,97.6,1,7747,0,15,15,0
155889,55745,73703,923.08,1086.63,4677.13,99.2,0.6662,0.978,0.650,0.031,1,0,0,1,0,0,0,0,0.0,97.7,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.945,1.255,0.5169,97.6,1,7748,0,15,15,0
155909,55675,73572,410.01,237.11,4677.13,99.2,0.6652,0.978,0.652,0.030,1,0,0,1,0,0,0,0,0.0,97.8,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.945,1.255,0.5169,97.6,1,7749,0,15,15,0
155929,55631,73483,-173.93,-708.91,4677.13,99.2,0.6636,0.978,0.653,0.029,1,0,0,1,0,0,0,0,0.0,97.8,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.916,1.273,0.5169,97.6,1,7750,0,15,15,0
155949,55614,73420,-766.96,-1650.10,4677.13,99.2,0.6616,0.978,0.654,0.028,1,0,0,1,0,0,0,0,0.0,97.9,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.916,1.358,0.5169,97.6,1,7751,0,15,15,0
155969,55584,73361,-1287.23,-2500.65,4677.13,99.2,0.6593,0.979,0.655,0.027,1,0,0,1,0,0,0,0,0.0,98.0,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.916,1.438,0.5169,97.6,1,7752,0,15,15,0
155989,55555,73329,-1730.81,-3224.96,4677.13,99.2,0.6569,0.979,0.656,0.026,1,0,0,1,0,0,0,0,0.0,98.1,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.916,1.481,0.5169,97.6,1,7753,0,15,15,0
156009,55550,73317,-2101.06,-3782.52,4677.13,99.2,0.6546,0.978,0.657,0.025,1,0,0,1,0,0,0,0,0.0,98.1,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.923,1.497,0.5169,97.6,1,7754,0,15,15,0
156029,55598,73422,-2353.19,-4131.45,4677.13,99.2,0.6525,0.978,0.657,0.024,1,0,0,1,0,0,0,0,0.0,98.2,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.923,1.498,0.5169,97.6,1,7755,0,15,15,0
156049,55722,73639,-2404.89,-4153.25,4677.13,99.2,0.6505,0.978,0.658,0.022,1,0,0,1,0,0,0,0,0.0,98.3,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.923,1.498,0.5169,97.6,1,7756,0,15,15,0
156069,55888,74009,-2103.20,-3676.23,4677.13,99.2,0.6485,0.978,0.658,0.021,1,0,0,1,0,0,0,0,0.0,98.4,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.923,1.497,0.5169,97.6,1,7757,0,15,15,0
156089,56100,74461,-1364.26,-2497.63,4677.13,99.2,0.6462,0.978,0.659,0.020,1,0,0,1,0,0,0,0,0.0,98.4,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.984,1.544,0.5169,97.6,1,7758,0,15,15,0
156109,56276,74872,-141.99,-537.63,4677.13,99.2,0.6439,0.978,0.659,0.019,1,0,0,1,0,0,0,0,0.0,98.5,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.298,2.098,0.5169,97.6,1,7759,0,15,15,0
156129,56379,75107,1432.06,2043.49,4677.13,99.2,0.6425,0.978,0.659,0.018,1,0,0,1,0,0,0,0,0.0,98.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.482,2.414,0.5169,97.6,1,7760,0,15,15,0
156149,56323,75059,2999.67,4752.49,4677.13,99.2,0.6430,0.978,0.659,0.017,1,0,0,1,0,0,0,0,0.0,98.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.482,2.414,0.5169,97.6,1,7761,0,15,15,0
156169,56268,74941,4314.11,7084.05,4677.13,99.2,0.6461,0.978,0.659,0.016,1,0,0,1,0,0,0,0,0.0,98.7,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.482,2.413,0.5169,97.6,1,7762,0,15,15,0
156189,56173,74770,5198.45,8702.15,4910.94,99.2,0.6516,0.978,0.658,0.016,1,0,0,1,0,0,0,0,0.0,98.7,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.412,0.5169,97.6,1,7763,0,15,15,0
156209,56075,74588,5562.18,9486.30,5067.77,99.3,0.6583,0.979,0.656,0.015,1,0,0,1,0,0,0,0,0.0,98.8,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.412,0.5169,97.6,1,7764,0,15,15,0
156229,56009,74385,5436.23,9487.61,5068.04,99.3,0.6651,0.979,0.654,0.014,1,0,0,1,0,0,0,0,0.0,98.8,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.412,0.5169,97.6,1,7765,0,15,15,0
156249,55938,74276,4965.25,8813.18,5068.04,99.3,0.6710,0.980,0.652,0.014,1,0,0,1,0,0,0,0,0.0,98.8,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.412,0.5169,97.6,1,7766,0,15,15,0
156269,55921,74172,4254.18,7742.30,5068.04,99.3,0.6754,0.980,0.651,0.014,1,0,0,1,0,0,0,0,0.0,98.9,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.412,0.5169,97.6,1,7767,0,15,15,0
156289,55905,74160,3486.77,6463.86,5068.04,99.3,0.6785,0.981,0.649,0.014,1,0,0,1,0,0,0,0,0.0,98.9,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.412,0.5169,97.6,1,7768,0,15,15,0
156309,55935,74165,2784.23,5230.99,5068.04,99.4,0.6805,0.982,0.649,0.014,1,0,0,1,0,0,0,0,0.0,98.9,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.412,0.5169,97.6,1,7769,0,15,15,0
156329,55973,74227,2218.30,4160.76,5068.04,99.4,0.6818,0.983,0.648,0.014,1,0,0,1,0,0,0,0,0.0,98.9,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.482,2.412,0.5169,97.6,1,7770,0,15,15,0
156349,55985,74290,1846.92,3371.92,5068.04,99.4,0.6826,0.984,0.648,0.014,1,0,0,1,0,0,0,0,0.0,98.9,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.482,2.412,0.5169,97.6,1,7771,0,15,15,0
156369,56022,74361,1620.35,2879.39,5068.04,99.5,0.6831,0.985,0.649,0.014,1,0,0,1,0,0,0,0,0.0,98.9,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.482,2.412,0.5169,97.6,1,7772,0,15,15,0
156389,56038,74430,1544.54,2660.41,5068.04,99.5,0.6835,0.987,0.649,0.013,1,0,0,1,0,0,0,0,0.0,99.0,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.482,2.412,0.5169,97.6,1,7773,0,15,15,0
156409,56053,74482,1561.40,2663.89,5068.04,99.6,0.6838,0.988,0.650,0.013,1,0,0,1,0,0,0,0,0.0,99.0,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.482,2.412,0.5169,97.6,1,7774,0,15,15,0
156429,56073,74534,1631.27,2811.92,5068.04,99.6,0.6840,0.989,0.651,0.013,1,0,0,1,0,0,0,0,0.0,99.0,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.412,0.5169,97.6,1,7775,0,15,15,0
156449,56070,74570,1732.79,3049.33,5068.04,99.7,0.6843,0.991,0.652,0.012,1,0,0,1,0,0,0,0,0.0,99.1,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.412,0.5169,97.6,1,7776,0,15,15,0
156469,56095,74608,1825.64,3315.41,5068.04,99.7,0.6847,0.992,0.653,0.012,1,0,0,1,0,0,0,0,0.0,99.1,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.412,0.5169,97.6,1,7777,0,15,15,0
156489,56095,74608,1928.32,3580.79,5068.04,99.7,0.6851,0.993,0.653,0.011,1,0,0,1,0,0,0,0,0.0,99.2,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7778,0,15,15,0
156509,56091,74573,2005.23,3777.98,5068.04,99.8,0.6855,0.994,0.654,0.011,1,0,0,1,0,0,0,0,0.0,99.2,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7779,0,15,15,0
156529,56083,74549,2037.35,3838.89,5068.04,99.8,0.6861,0.994,0.655,0.010,1,0,0,1,0,0,0,0,0.0,99.3,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7780,0,15,15,0
156549,56063,74529,2015.64,3770.13,5068.04,99.8,0.6866,0.995,0.655,0.010,1,0,0,1,0,0,0,0,0.0,99.3,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7781,0,15,15,0
156569,56067,74513,1929.70,3599.34,5068.04,99.8,0.6871,0.995,0.655,0.009,1,0,0,1,0,0,0,0,0.0,99.3,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7782,0,15,15,0
156589,56070,74496,1814.73,3359.58,5068.04,99.8,0.6876,0.996,0.656,0.009,1,0,0,1,0,0,0,0,0.0,99.4,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7783,0,15,15,0
156609,56044,74470,1690.21,3075.04,5068.04,99.9,0.6880,0.996,0.656,0.008,1,0,0,1,0,0,0,0,0.0,99.4,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7784,0,15,15,0
156629,56070,74468,1571.93,2752.12,5068.04,99.9,0.6884,0.996,0.656,0.008,1,0,0,1,0,0,0,0,0.0,99.4,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7785,0,15,15,0
156649,56054,74463,1431.47,2435.00,5068.04,99.9,0.6888,0.996,0.656,0.007,1,0,0,1,0,0,0,0,0.0,99.5,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7786,0,15,15,0
156669,56038,74450,1291.07,2139.37,5068.04,99.9,0.6889,0.996,0.655,0.007,1,0,0,1,0,0,0,0,0.0,99.5,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7787,0,15,15,0
156689,56035,74436,1131.60,1859.91,5068.04,99.9,0.6879,0.996,0.655,0.006,1,0,0,1,0,0,0,0,0.0,99.5,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7788,0,15,15,0
156709,56005,74419,973.35,1593.14,5068.04,99.9,0.6845,0.996,0.655,0.006,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7789,0,15,15,0
156729,56014,74414,792.83,1333.98,5068.04,99.9,0.6775,0.996,0.655,0.006,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.411,0.5169,97.6,1,7790,0,15,15,0
156749,56008,74394,612.93,1098.12,5068.04,99.9,0.6661,0.996,0.655,0.006,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.410,0.5169,97.6,1,7791,0,15,15,0
156769,56013,74398,464.69,875.45,5068.04,99.8,0.6505,0.996,0.655,0.005,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.410,0.5169,97.6,1,7792,0,15,15,0
156789,56005,74398,339.08,684.01,5068.04,99.8,0.6311,0.995,0.655,0.005,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.410,0.5169,97.6,1,7793,0,15,15,0
156809,56004,74390,233.89,528.25,5068.04,99.8,0.6088,0.995,0.654,0.005,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.410,0.5169,97.6,1,7794,0,15,15,0
156829,56010,74390,151.68,395.07,5041.04,99.8,0.5845,0.994,0.654,0.005,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.410,0.5169,97.6,1,7795,0,15,15,0
156849,56001,74372,89.00,288.06,4971.90,99.8,0.5591,0.994,0.653,0.004,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.410,0.5169,97.6,1,7796,0,15,15,0
156869,56000,74371,38.49,180.96,4873.07,99.8,0.5332,0.993,0.653,0.004,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.409,0.5169,97.6,1,7797,0,15,15,0
156889,56004,74359,1.32,87.59,4742.53,99.7,0.5071,0.993,0.653,0.004,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.409,0.5169,97.6,1,7798,0,15,15,0
156909,55997,74343,-25.49,-2.76,4584.76,99.7,0.4814,0.992,0.652,0.004,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.481,2.408,0.5169,97.6,1,7799,0,15,15,0
156929,55999,74335,-44.42,-99.50,4406.45,99.7,0.4566,0.991,0.652,0.004,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.480,2.408,0.5169,97.6,1,7800,0,15,15,0
156949,55999,74317,-55.63,-193.51,4192.65,99.6,0.4332,0.990,0.651,0.004,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.480,2.407,0.5169,97.6,1,7801,0,15,15,0
156969,55990,74307,-60.22,-294.32,3945.35,99.6,0.4118,0.989,0.651,0.004,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.480,2.407,0.5169,97.6,1,7802,0,15,15,0
156989,55974,74287,-76.05,-392.72,3674.32,99.6,0.3932,0.988,0.649,0.004,1,0,0,1,0,0,0,0,0.0,99.6,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.480,2.406,0.5169,97.6,1,7803,0,15,15,0
157009,55969,74276,-121.38,-498.07,3408.54,99.5,0.3778,0.987,0.647,0.005,1,0,0,1,0,0,0,0,0.0,99.5,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.394,2.264,0.5169,97.6,1,7804,0,15,15,0
157029,55962,74267,-178.60,-599.61,3189.79,99.5,0.3655,0.986,0.644,0.005,1,0,0,1,0,0,0,0,0.0,99.5,65.0,45.0,5,1,0.0,0,0,0,0.0,680,1.172,1.972,0.5169,97.6,1,7805,0,15,15,0
157049,55976,74272,-229.00,-682.77,3021.26,99.5,0.3558,0.985,0.642,0.006,1,0,0,1,0,0,0,0,0.0,99.5,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.876,1.475,0.5169,97.6,1,7806,0,15,15,0
157069,55952,74277,-278.32,-737.93,2879.64,99.5,0.3478,0.984,0.639,0.006,1,0,0,1,0,0,0,0,0.0,99.4,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.846,1.272,0.5169,97.6,1,7807,0,15,15,0
157089,55951,74259,-333.99,-764.69,2751.59,99.4,0.3412,0.984,0.638,0.007,1,0,0,1,0,0,0,0,0.0,99.4,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.846,1.272,0.5169,97.6,1,7808,0,15,15,0
157109,55952,74261,-379.17,-781.91,2728.17,99.4,0.3358,0.983,0.637,0.008,1,0,0,1,0,0,0,0,0.0,99.3,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.846,1.272,0.5169,97.6,1,7809,0,15,15,0
157129,55939,74240,-409.90,-785.96,2728.17,99.4,0.3318,0.983,0.637,0.008,1,0,0,1,0,0,0,0,0.0,99.3,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.746,1.208,0.5169,97.6,1,7810,0,15,15,0
157149,55954,74251,-422.69,-785.45,2728.17,99.4,0.3291,0.983,0.638,0.009,1,0,0,1,0,0,0,0,0.0,99.2,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.648,1.050,0.5169,97.6,1,7811,0,15,15,0
157169,55940,74242,-442.43,-785.82,2728.17,99.4,0.3278,0.983,0.640,0.009,1,0,0,1,0,0,0,0,0.0,99.2,65.0,45.0,5,1,0.0,0,0,0,0.0,680,0.478,0.820,0.5169,97.6,1,7812,0,15,15,0
157189,55946,74225,-444.94,-776.58,2728.17,99.4,0.3276,0.983,0.641,0.009,1,1,0,1,0,0,0,0,0.0,99.2,65.0,45.0,0,1,83.4,0,0,1,0.0,680,0.339,0.602,0.5169,97.6,1,7813,0,15,15,0
157209,55955,74233,-433.87,-767.30,2728.17,99.4,0.3285,0.983,0.643,0.009,1,1,0,1,0,0,0,0,0.0,99.2,65.0,45.0,0,1,83.4,0,0,0,0.0,680,0.339,0.602,0.5169,97.6,1,7814,0,15,15,0
157229,55933,74223,-412.76,-760.45,2728.17,99.4,0.3300,0.984,0.644,0.009,1,1,0,1,0,0,0,0,0.0,99.2,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.339,0.602,0.5169,97.6,1,7815,0,15,15,0
157249,55937,74214,-401.20,-748.34,2728.17,99.5,0.3317,0.985,0.644,0.009,1,1,0,1,0,0,0,0,0.0,99.3,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.339,0.602,0.5169,97.6,1,7816,0,15,15,0
157269,55931,74201,-396.59,-738.29,2728.17,99.5,0.3334,0.985,0.643,0.008,1,1,0,1,0,0,0,0,0.0,99.3,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.339,0.602,0.5169,97.6,1,7817,0,15,15,0
157289,55936,74195,-383.99,-738.48,2728.17,99.5,0.3346,0.986,0.642,0.008,1,1,0,1,0,0,0,0,0.0,99.3,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.293,0.596,0.5169,97.6,1,7818,0,15,15,0
157309,55935,74197,-365.93,-738.13,2728.17,99.5,0.3349,0.987,0.640,0.008,1,1,0,1,0,0,0,0,0.0,99.3,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.293,0.555,0.5169,97.6,1,7819,0,15,15,0
157329,55945,74189,-340.69,-730.09,2728.17,99.5,0.3343,0.987,0.637,0.008,1,1,0,1,0,0,0,0,0.0,99.3,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.293,0.563,0.5169,97.6,1,7820,0,15,15,0
157349,55940,74204,-303.35,-707.03,2728.17,99.6,0.3326,0.988,0.633,0.009,1,1,0,1,0,0,0,0,0.0,99.3,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.293,0.563,0.5169,97.6,1,7821,0,15,15,0
157369,55919,74202,-261.35,-664.16,2728.17,99.6,0.3302,0.988,0.629,0.009,1,1,0,1,0,0,0,0,0.0,99.3,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.314,0.563,0.5169,97.6,1,7822,0,15,15,0
157389,55947,74216,-218.79,-606.97,2728.17,99.6,0.3272,0.988,0.625,0.010,1,1,0,1,0,0,0,0,0.0,99.2,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.314,0.563,0.5169,97.6,1,7823,0,15,15,0
157409,55942,74224,-174.14,-526.48,2728.17,99.6,0.3240,0.989,0.621,0.011,1,1,0,1,0,0,0,0,0.0,99.1,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.314,0.564,0.5169,97.6,1,7824,0,15,15,0
157429,55935,74243,-131.16,-428.74,2728.17,99.6,0.3207,0.989,0.617,0.012,1,1,0,1,0,0,0,0,0.0,99.1,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.314,0.564,0.5169,97.6,1,7825,0,15,15,0
157449,55949,74268,-91.53,-304.49,2728.17,99.6,0.3174,0.990,0.612,0.014,1,1,0,1,0,0,0,0,0.0,99.0,65.0,45.0,9,1,83.4,0,0,0,0.0,680,0.314,0.564,0.5169,97.6,1,7826,0,15,15,0
